yafK ECK0225 JW0214 ,F,N/A,245065,245805,R
yafQ ECK0226 JW0215 ,F,N/A,245961,246239,R
dinJ ECK0227 JW0216 sosA ,F,N/A,246242,246502,R
yafL ECK0228 JW0217 ,F,N/A,246712,247461,F
rayT ECK022 JW0218 tnpAREP yafM ,F,N/A,247637,248134,F
lfhA ECK0230 fhiA JW5811 ,F,N/A,248358,250070,R
lafU ECK0231 JW5812 mbhA ,F,N/A,250072,250827,F
dinB dinP ECK0232 JW0221 ,F,N/A,250898,251953,F
yafN ECK0233 JW0222 ,F,N/A,252005,252298,F
yafO ECK0234 JW0223 ,F,N/A,252301,252699,F
yafP ECK0235 JW0224 ,F,N/A,252709,253161,F
ykfJ ECK0236 JW0225 ,F,N/A,253479,253685,F
prfH ECK0237 JW0226 ,F,N/A,253702,254202,F
pepD ECK0238 JW0227 pepH ,F,N/A,254259,255716,R
gpt ECK023 gpp gxu JW0228 ,F,N/A,255977,256435,F
frsA ECK0240 JW022 yafA ,F,N/A,256527,257771,F
crl ECK0241 JW0230 ,T,Activator,257829,257899258676259006,F
phoE ECK0242 JW0231 ompE ,F,N/A,259045,260100,R
proB ECK0243 JW0232 pro ,F,N/A,260388,261491,F
proA ECK0244 JW0233 pro ,F,N/A,261503,262756,F
thrW ECK0245 JWR0008 ,F,N/A,262871,262946,F
ykfN ECK4458 ,F,N/A,263150,263212,R
ykfI ECK0246 JW0234 ,F,N/A,263328,263669,R
yafW ECK0247 JW0235 ,F,N/A,263690,264007,R
ykfH ECK0248 JW556 ,F,N/A,264026,264247,R
ykfG ECK024 JW0236 ,F,N/A,264256,264732,R
yafX ECK0250 JW5022 ,F,N/A,264748,265206,R
ykfF ECK0251 JW5023 ,F,N/A,265304,265543,R
ykfB ECK0252 JW023 ,F,N/A,265620,266087,R
yafY ECK0253 JW0240 ,T,N/A,266110,266553,R
ykfL ECK4445 ,F,N/A,266553,266774,R
ykfK ECK4444 yafY ,T,N/A,266776,266967,R
yafZ ECK0254 JW0242 ,F,N/A,267184,268005,R
ykfA ECK0255 JW0243 ,F,N/A,268097,268960,R
perR ECK0256 JW0244 ,T,N/A,269289,270182,R
insN ECK0257 insN1 insO ORFAB ,F,N/A,270278,270535271764272189,F
insI1 ECK0258 ,F,N/A,270603,271754,F
eyeA ECK4506 I001 ,F,N/A,272580,272654,F
ykfC ECK0260 JW5813 ,F,N/A,272847,273954,F
insH1 ECK0261 ,T,Activator,274101,275117,R
mmuP ECK0262 JW5027 ykfD ,F,N/A,275325,276728,F
mmuM ECK0263 JW0253 yagD ,F,N/A,276715,277647,F
afuC ECK0264 fbpC JW0254 yagC ,F,N/A,277756,278802,R
afuB ECK0265 fbpB JW0255 ,F,N/A,278814,279161,R
insB1 ECK0022 ,F,N/A,279178,279681,R
insA ECK4521 ,T,Repressor,279600,279875,R
insI1 ECK0258 ,F,N/A,279931,280104,F
insX ECK4473 ykgN ,F,N/A,280114,280362,R
yagB ECK0267 JW025 ,F,N/A,280427,280735,R
yagA ECK0268 JW0260 ,T,N/A,280829,281983,R
yagE ECK026 JW0261 ,F,N/A,282278,283186,F
yagF ECK0270 JW0262 ,F,N/A,283201,285168,F
yagG ECK0271 JW0263 ,F,N/A,285395,286777,F
yagH ECK0272 JW0264 ,F,N/A,286789,288399,F
yagI ECK0273 JW0265 ,T,Repressor,288404,289162,R
argF Arg5 argD ECK0274 JW0266 ,F,N/A,289301,290305,R
ykgS ECK4504 ,F,N/A,290429,290633,F
insB1 ECK0022 ,F,N/A,290649,291152,R
insA ECK4523 ,T,Repressor,291071,291346,R
yagJ ECK0275 JW0270 ,F,N/A,291404,292231,F
yagK ECK0276 JW0271 ,F,N/A,292322,292948,R
yagL ECK0277 JW0272 ,F,N/A,293220,293918,R
yagM ECK0278 JW0273 ,F,N/A,293945,294799,R
yagN ECK027 JW0274 ,F,N/A,295139,295579,R
intF ECK0280 JW0275 yagO ,F,N/A,295696,297096,R
ptwF ECK4462 ,F,N/A,297206,297254,F
yagP ECK0281 JW0276 ,T,N/A,297381,297719,R
ykgT ECK4508 yagP ,F,N/A,297714,297791,R
paoD ECK0282 JW0277 yagQ ,F,N/A,297770,298726,R
paoC ECK0283 hsm JW0278 yagR ,F,N/A,298736,300934,R
paoB ECK0284 JW027 yagS ,F,N/A,300931,301887,R
paoA ECK0285 JW0280 yagT ,F,N/A,301884,302573,R
yagU ECK0286 JW0281 ,F,N/A,302991,303605,F
ykgJ ECK0287 JW0282 ,F,N/A,303853,304182,R
ecpE ECK0288 JW5030 matF yagV ,F,N/A,304495,305205,R
ecpD ECK028 JW0284 matE yagW ,F,N/A,305174,306817,R
ecpC ECK020 JW0285 matD yagX ,F,N/A,306807,309332,R
ecpB ECK021 JW0286 matC yagY ,F,N/A,309358,310026,R
ecpA ECK022 JW0287 matB yagZ ,F,N/A,310084,310671,R
ecpR ECK023 JW5031 matA ykgK ,T,N/A,310746,311336,R
ykgL ECK024 JW5033 ,F,N/A,312112,312339,F
ykgO ECK025 JW5034 rpmJ2 ,F,N/A,312374,312514,R
ykgM ECK026 JW5035 rpmE2 ,F,N/A,312514,312777,R
ykgR ECK4486 ,F,N/A,313141,313242,R
ykgP ECK4446 ,F,N/A,313716,313805,R
eaeH ECK027 JW021 ,F,N/A,314357,315228,F
insE1 ECK028 ,F,N/A,315291,315590,F
insF1 ECK02 ,F,N/A,315587,316453,F
ykgA ECK0300 JW5037 ,T,Repressor,316486,317169,R
ykgQ ECK4454 ,F,N/A,317439,317567,F
rclC ECK0301 JW5038 ,F,N/A,317726,318319,R
rclB ECK0302 JW503 ykgB ykgI ,F,N/A,318331,318567,R
rclA ECK0303 JW5040 ykgC ,F,N/A,318676,320001,R
rclR ECK0304 JW028 ykgD ,T,Activator,320227,321081,F
ykgE ECK0305 JW5041 ,F,N/A,321608,322327,F
ykgF ECK0306 JW0300 ,F,N/A,322338,323765,F
ykgG ECK0307 JW5042 ,F,N/A,323758,324453,F
ykgH ECK0308 JW0302 ,F,N/A,324696,325364,R
betA ECK030 JW0303 ,F,N/A,325577,327247,R
betB ECK0310 JW0304 ,F,N/A,327261,328733,R
betI ECK0311 JW0305 ,T,Repressor,328747,329334,R
betT ECK0312 JW0306 ,F,N/A,329463,331496,F
yahA ECK0313 JW0307 ,T,N/A,332371,333459,F
yahB ECK0314 JW0308 ,T,Both,333501,334433,R
yahC ECK0315 JW030 ,F,N/A,334525,335022,R
yahD ECK0316 JW0310 ,T,N/A,335280,335885,F
yahE ECK0317 JW0311 ,F,N/A,335925,336788,F
yahF ECK0318 JW0312 ,F,N/A,336778,338325,F
yahG ECK031 JW0313 ,F,N/A,338325,339743,F
yahI ECK0321 JW0315 ,F,N/A,340165,341115,F
yahJ ECK0322 JW0316 ,F,N/A,341125,342507,F
yahK ECK0323 JW0317 ,F,N/A,342884,343933,F
yahL ECK0324 JW0318 ,F,N/A,344176,344991,F
yahM ECK0325 JW5044 ,F,N/A,345404,345649,F
yahN ECK0326 JW0320 ,F,N/A,345666,346337,R
yahO ECK0327 JW0321 ,F,N/A,346484,346759,F
prpR ECK0328 JW0322 yahP ,T,Repressor,346857,348443,R
prpB ECK032 JW0323 yahQ ,F,N/A,348682,349572,F
prpC ECK0330 JW0324 yahS yzzD ,F,N/A,350012,351181,F
prpD acnC ECK0331 JW0325 yahT ,F,N/A,351215,352666,F
prpE ECK0332 JW0326 yahU ,F,N/A,352706,354592,F
codB ECK0333 JW0327 ,F,N/A,354922,356181,F
codA ECK0334 JW0328 ,F,N/A,356171,357454,F
cynR ECK0335 JW584 ,T,Both,357791,358690,R
cynT ECK0336 JW0330 ,F,N/A,358799,359458,F
cynS cnt ECK0337 JW0331 ,F,N/A,359489,359959,F
cynX ECK0338 JW0332 ,F,N/A,359992,361146,F
lacA ECK033 JW0333 ,F,N/A,361249,361860,R
lacY ECK0340 JW0334 ,F,N/A,361926,363179,R
lacZ ECK0341 JW0335 ,F,N/A,363231,366305,R
lacI ECK0342 JW0336 ,T,Repressor,366428,367510,R
mhpR ECK0343 JW0337 ,T,Activator,367587,368420,R
mhpA ECK0344 JW0338 ,F,N/A,368611,370275,F
mhpB ECK0345 JW033 ,F,N/A,370277,371221,F
mhpC ECK0346 JW0340 ,F,N/A,371239,372105,F
mhpD ECK0347 JW0341 mhpS ,F,N/A,372115,372924,F
mhpF ECK0348 JW0342 ,F,N/A,372921,373871,F
mhpE ECK034 JW0343 ,F,N/A,373868,374881,F
mhpT ECK0350 JW5046 yaiK ,F,N/A,375459,376670,F
yaiL ECK0351 JW0345 ,F,N/A,376772,377311,F
frmB ECK0352 JW0346 yaiM ,F,N/A,377535,378368,R
frmA adhC ECK0353 JW0347 ,F,N/A,378462,379571,R
frmR ECK0354 JW0348 yaiN ,T,Repressor,379606,379881,R
yaiO ECK0355 JW034 ,F,N/A,380069,380842,R
yaiX ECK0356 JW0350 yaiF ,F,N/A,380844,381260382591382872,R
insC1 ECK0357 ,T,Repressor,381351,381716,F
insD1 ECK0358 ,F,N/A,381674,382579,F
yaiP ECK0360 JW0355 ,F,N/A,382739,383935,R
yaiS ECK0361 JW0356 ,F,N/A,384059,384616,R
tauA ECK0362 JW0357 ssiA yaiR ,F,N/A,385232,386194,F
tauB ECK0363 JW0358 ssiB yaiQ ,F,N/A,386207,386974,F
tauC ECK0364 JW035 ssiC yaiJ ,F,N/A,386971,387798,F
tauD ECK0365 JW0360 ssiD yaiG ,F,N/A,387795,388646,F
hemB ECK0366 JW0361 ncf ,F,N/A,388753,389727,R
yaiT ECK0368 JW0362 yaiU ,F,N/A,390251,391708392970394418,F
insF1 ECK02 ,F,N/A,391739,392605,R
insE1 ECK028 ,F,N/A,392602,392901,R
yaiV ECK0370 JW0366 ,T,N/A,394506,395129,F
ampH ECK0371 JW5052 yaiH ,F,N/A,395130,396287,R
sbmA ECK0372 JW0368 ,F,N/A,396639,397859,F
yaiW ECK0373 JW036 ,F,N/A,397872,398966,F
yaiY ECK0374 JW0370 ,F,N/A,399025,399333,R
yaiZ ECK0375 JW5053 ,F,N/A,399593,399805,F
ddlA ECK0376 JW0372 ,F,N/A,399829,400923,R
iraP ECK0377 JW0373 yaiB ,F,N/A,401386,401646,F
phoA ECK0378 JW0374 psiA ,F,N/A,401747,403162,F
psiF ECK037 JW5054 ,F,N/A,403281,403601,F
yaiC adrA ECK0380 JW0376 ,F,N/A,403703,404818,F
proC ECK0381 JW0377 pro Pro2 ,F,N/A,404835,405644,R
yaiI ECK0382 JW0378 ,F,N/A,405764,406222,F
aroL ECK0383 JW037 ,F,N/A,406405,406929,F
yaiA ECK0384 JW0380 ,F,N/A,406979,407170,F
aroM ECK0385 JW0381 ,F,N/A,407428,408105,F
yaiE ECK0386 JW0382 ,F,N/A,408177,408461,F
ykiA ECK0387 JW0383 ,F,N/A,408609,408950,F
rdgC ECK0388 JW0384 yaiD ,F,N/A,409108,410019,R
mak ECK038 JW0385 yajF ,T,N/A,410144,411052,F
araJ ECK030 JW0386 ,F,N/A,411297,412481,R
sbcC ECK031 JW0387 rmuA ,F,N/A,412607,415753,R
sbcD ECK032 JW0388 yajA ,F,N/A,415750,416952,R
phoB ECK033 JW038 phoRc ,T,Activator,417142,417831,F
phoR ECK034 JW030 nmpB phoR1 R1pho ,T,N/A,417889,419184,F
brnQ ECK035 hrbA JW031 ,F,N/A,419591,420910,F
proY ECK036 hisY JW5055 yajM ,F,N/A,420986,422359,F
malZ ECK037 JW033 ,F,N/A,422518,424332,F
acpH acpD ECK038 JW034 yajB ,F,N/A,424337,424918,R
queA ECK03 JW035 ,F,N/A,425011,426081,F
tgt ECK0400 JW036 vacC ,F,N/A,426137,427264,F
yajC ECK0401 JW037 ,F,N/A,427287,427619,F
secD ECK0402 JW038 ,F,N/A,427647,429494,F
secF ECK0403 JW03 ,F,N/A,429505,430476,F
yajD ECK0404 JW0400 ,F,N/A,430605,430952,F
tsx ECK0405 JW0401 nupA T6rec ,F,N/A,431129,432013,R
yajI ECK0406 JW5056 ,F,N/A,432312,432851,R
nrdR ECK0407 JW0403 ribX ybaD ,T,Repressor,433002,433451,F
ribD ECK0408 JW0404 ribG ybaE ,F,N/A,433455,434558,F
ribE ECK040 JW0405 ribH ybaF ,F,N/A,434647,435117,F
nusB ECK0410 groNB JW0406 ssaD ssyB ,T,N/A,435137,435556,F
thiL ECK0411 JW0407 ,F,N/A,435634,436611,F
pgpA ECK0412 JW0408 yajN ,F,N/A,436589,437107,F
yajO ECK0413 JW040 ,F,N/A,437161,438135,R
dxs ECK0414 JW0410 yajP ,F,N/A,438315,440177,R
ispA ECK0415 JW0411 ,F,N/A,440202,441101,R
xseB ECK0416 JW0412 yajE ,F,N/A,441101,441343,R
thiI ECK0417 JW0413 nuvA yajJ yajK ,F,N/A,441549,442997,F
yajL ECK0418 JW5057 thiJ ,F,N/A,443051,443641,R
panE apbA ECK041 JW0415 ,F,N/A,443604,444515,R
yajQ ECK0420 JW5058 ,F,N/A,444683,445174,F
yajR ECK0421 JW505 ,F,N/A,445302,446666,R
cyoE ECK0422 JW0418 ,F,N/A,446815,447705,R
cyoD ECK0423 JW041 ,F,N/A,447717,448046,R
cyoC ECK0424 JW0420 ,F,N/A,448046,448660,R
