5,0.002,0.000909091
6,0.0420253,0.092
7,0.009879192,0.015090909
8,0.010867111,0.020545455
9,0.011953822,0.027090909
10,0.013149204,0.029090909
11,0.014464125,0.040909091
12,0.015910537,0.045636364
13,0.017501591,0.055454545
14,0.01925175,0.061818182
15,0.021176925,0.070545455
16,0.023294618,0.071818182
17,0.02562408,0.069272727
18,0.028186488,0.060909091
19,0.031005136,0.062545455
20,0.03410565,0.0461
21,0.031005136,0.038
22,0.028186488,0.03
23,0.02562408,0.02
24,0.023294618,0.015
25,0.021176925,0.009
26,0.01925175,0.008
27,0.017501591,0.004
28,0.015910537,0.002
29,0.014464125,0.002
30,0.013149204,0.001
31,0.011953822,0.000181818
32,0.010867111,0.000545455
33,0.009879192,0.000363636
34,0.008981084,0.0001889
35,0.008164621,0.0006023
36,0.007422383,0.0006023
37,0.006747621,0.0006023
38,0.006134201,0.0006023
39,0.005576546,0.0006023
40,0.005069588,0.0006023
41,0.004608716,0.0006023
42,0.004189742,0.0006023
43,0.003808856,0.0006023
44,0.003462597,0.0006023
45,0.003147815,0.0006023
46,0.00286165,0.0006023
47,0.0026015,0.0006023
48,0.002365,0.0006023
49,0.00215,0.0006023
50,0.002,0.0006023
51,0.002,0.0006023
52,0.002,0.0006023
53,0.002,0.0006023
54,0.002,0.0006023
55,0.002,0.0006023
56,0.002,0.0006023
57,0.002,0.0006023
58,0.002,0.0006023
59,0.002,0.0006023
60,0.002,0.0006023
61,0.002,0.0006023
62,0.002,0.0006023
63,0.002,0.0006023
64,0.002,0.0006023
65,0.002,0.0006023
66,0.002,0.0006023
67,0.002,0.0006023
68,0.002,0.0006023
69,0.002,0.0006023
70,0.002,0.0006023
71,0.002,0.0006023
72,0.002,0.0006023
73,0.002,0.0006023
74,0.002,0.0006023
75,0.002,0.0006023
76,0.002,0.0006023
77,0.002,0.0006023
78,0.002,0.0006023
79,0.002,0.0006023
80,0.002,0.0006023
81,0.002,0.0006023
82,0.002,0.0006023
83,0.002,0.0006023
84,0.002,0.0006023
85,0.002,0.0006023
86,0.002,0.0006023
87,0.002,0.0006023
88,0.002,0.0006023
89,0.002,0.0006023
90,0.002,0.0006023
91,0.002,0.0006023
92,0.002,0.0006023
93,0.002,0.0006023
94,0.002,0.0006023
95,0.002,0.0006023
96,0.002,0.0006023
97,0.002,0.0006023
98,0.002,0.0006023
99,0.002,0.0006023
100,0.002,0.0006023
101,0.002,0.0006023
102,0.002,0.0006023
103,0.002,0.0006023
104,0.002,0.0006023
105,0.002,0.0006023
106,0.002,0.0006023
107,0.002,0.0006023
108,0.002,0.0006023
109,0.002,0.0006023
110,0.002,0.0006023
111,0.002,0.0006023
112,0.002,0.0006023
113,0.002,0.0006023
114,0.002,0.0006023
115,0.002,0.0006023
116,0.002,0.0006023
117,0.002,0.0006023
118,0.002,0.0006023
119,0.002,0.0006023
120,0.002,0.0006023
121,0.002,0.0006023
122,0.002,0.0006023
123,0.002,0.0006023
124,0.002,0.0006023
125,0.002,0.0006023
126,0.002,0.0006023
127,0.002,0.0006023
128,0.002,0.0006023
129,0.002,0.0006023
130,0.002,0.0006023
131,0.002,0.0006023
132,0.002,0.0006023
133,0.002,0.0006023
134,0.002,0.0006023
135,0.002,0.0006023
136,0.002,0.0006023
137,0.002,0.0006023
138,0.002,0.0006023
139,0.002,0.0006023
140,0.002,0.0006023
141,0.002,0.0006023
142,0.002,0.0006023
143,0.002,0.0006023
144,0.002,0.0006023
145,0.002,0.0006023
146,0.002,0.0006023
147,0.002,0.0006023
148,0.002,0.0006023
149,0.002,0.0006023
150,0.002,0.0006023
151,0.002,0.0006023
152,0.002,0.0006023
153,0.002,0.0006023
154,0.002,0.0006023
155,0.002,0.0006023
156,0.002,0.0006023
157,0.002,0.0006023
158,0.002,0.0006023
159,0.002,0.0006023
160,0.002,0.0006023
161,0.002,0.0006023
162,0.002,0.0006023
163,0.002,0.0006023
164,0.002,0.0006023
165,0.002,0.0006023
166,0.002,0.0006023
167,0.002,0.0006023
168,0.002,0.0006023
169,0.002,0.0006023
170,0.002,0.0006023
171,0.002,0.0006023
172,0.002,0.0006023
173,0.002,0.0006023
174,0.002,0.0006023
175,0.002,0.0006023
176,0.002,0.0006023
177,0.002,0.0006023
178,0.002,0.0006023
179,0.002,0.0006023
180,0.002,0.0006023
181,0.002,0.0006023
182,0.002,0.0006023
183,0.002,0.0006023
184,0.002,0.0006023
185,0.002,0.0006023
186,0.002,0.0006023
187,0.002,0.0006023
188,0.002,0.0006023
189,0.002,0.0006023
190,0.002,0.0006023
191,0.002,0.0006023
192,0.002,0.0006023
193,0.002,0.0006023
194,0.002,0.0006023
195,0.002,0.0006023
196,0.002,0.0006023
197,0.002,0.0006023
198,0.002,0.0006023
199,0.002,0.0006023
200,0.06004643,0.0006023
